Rent_At_Level,Gap,Total,At_This_Level,Vacant,Substandard,Substandard_Vacant,eli_old,vli_old,li_old,Gap_No_Assisted,Per100,Per100_No_Assisted,county,eli,vli,li
Extremely low (0-30% AMI),94.91150443,196.7595003,93.7272254,18.0179594,0,9.897188964,74.04,33.66,9.3,163.91150443,51.76268272,16.694490391,19133,69,42,9
Very low (31-50%),-19.28682978,251.659292,156.4094222,115.9747527,1.438053097,0,74.04,33.66,9.3,22.71317022,107.6638656,90.974634777,19133,69,42,9
Low (51-80%),191.9377928,298.4383134,109.207444,27.32300885,30.02993233,0,74.04,33.66,9.3,200.9377928,35.68594104,32.670242466,19133,69,42,9
Middle (81-120%),153.3641333,167.4908902,27.99973972,,13.87298282,,74.04,33.66,9.3,153.3641333,8.434343434,8.4343434339,19133,69,42,9
High (over 120%),141.7751171,141.7751171,16.91827173,,16.91827173,,74.04,33.66,9.3,141.7751171,0,0,19133,69,42,9
Extremely low (0-30% AMI),81.18114407,161.2605932,66.79025424,15.35487288,2.065677966,0,86.26,56.94,6.8,139.18114407,49.65841161,13.691782159,19135,58,40,6
Very low (31-50%),-7.643008475,158.3686441,140.8792373,31.74258475,0,6.610169492,86.26,56.94,6.8,32.356991525,104.826087,79.568561877,19135,58,40,6
Low (51-80%),40.625,128.1408898,62.79661017,24.71927966,0,0,86.26,56.94,6.8,46.625,68.29661472,63.614268581,19135,58,40,6
Middle (81-120%),133.029661,145.217161,12.1875,,0,,86.26,56.94,6.8,133.029661,8.392603129,8.3926031304,19135,58,40,6
High (over 120%),81.66313559,97.22457627,17.21398305,28.4375,1.652542373,28.4375,86.26,56.94,6.8,81.66313559,16.00566572,16.005665725,19135,58,40,6
Extremely low (0-30% AMI),256.0289303,415.144271,151.0780358,8.037304911,0,0,143.7,84.84,44.46,364.0289303,38.32772166,12.312669178,19137,108,70,35
Very low (31-50%),-172.4526075,237.4499429,344.3228017,89.57518082,7.979063571,16.01636848,143.7,84.84,44.46,-102.4526075,172.6269316,143.14703396,19137,108,70,35
Low (51-80%),57.89189189,258.1838599,204.9512752,4.542824515,4.659307195,4.542824515,143.7,84.84,44.46,92.89189189,77.57726145,64.021030623,19137,108,70,35
Middle (81-120%),148.5736582,170.647126,12.28892273,9.784545109,0,0,143.7,84.84,44.46,148.5736582,12.93515358,12.935153564,19137,108,70,35
High (over 120%),112.5222688,112.5222688,2.154929578,,2.154929578,,143.7,84.84,44.46,112.5222688,0,0,19137,108,70,35
Extremely low (0-30% AMI),1034.760874,1501.727997,466.9671227,,0,,505.18,173.04,29.78,1467.760874,31.09531978,2.2618691979,19139,433,167,36
Very low (31-50%),-636.6060854,798.1494793,873.5854605,561.1701042,0,0,505.18,173.04,29.78,-469.6060854,179.7602582,158.83685921,19139,433,167,36
Low (51-80%),108.1862365,939.8219318,831.6356953,,0,,505.18,173.04,29.78,144.1862365,88.48864526,84.658132395,19139,433,167,36
Middle (81-120%),596.1282418,701.7386155,166.3271391,,60.71676537,,505.18,173.04,29.78,596.1282418,15.04981647,15.049816465,19139,433,167,36
High (over 120%),632.9262814,632.9262814,39.74188279,,39.74188279,,505.18,173.04,29.78,632.9262814,0,0,19139,433,167,36
Extremely low (0-30% AMI),168.5319032,260.4180418,74.42629263,17.45984599,0,0,107.36,34.92,1.72,241.5319032,35.28409091,7.2522389269,19141,73,30,2
Very low (31-50%),-73.24257426,387.6677668,332.1809681,128.7293729,0,0,107.36,34.92,1.72,-43.24257426,118.8931298,111.15454468,19141,73,30,2
Low (51-80%),190.5786579,336.7678768,112.6012101,54.30308031,20.71507151,0,107.36,34.92,1.72,192.5786579,43.40949033,42.815609455,19141,73,30,2
Middle (81-120%),234.5242024,234.5242024,,,,,107.36,34.92,1.72,234.5242024,0,0,19141,73,30,2
High (over 120%),245.769527,255.0913091,55.48679868,,46.1650165,,107.36,34.92,1.72,245.769527,3.654292343,3.6542923132,19141,73,30,2
Extremely low (0-30% AMI),61.39823982,94.87348735,27.11441144,6.360836084,0,0,33.32,8.76,1.92,80.39823982,35.28409091,15.257421156,19143,19,8,1
Very low (31-50%),-26.68316832,141.2321232,121.0176018,46.89768977,0,0,33.32,8.76,1.92,-18.68316832,118.8931298,113.22869606,19143,19,8,1
Low (51-80%),69.43014301,122.6886689,41.0220022,19.78327833,7.546754676,0,33.32,8.76,1.92,70.43014301,43.40949033,42.594419157,19143,19,8,1
Middle (81-120%),85.440044,85.440044,,,,,33.32,8.76,1.92,85.440044,0,0,19143,19,8,1
High (over 120%),89.53685369,92.93289329,20.21452145,,16.81848185,,33.32,8.76,1.92,89.53685369,3.654292343,3.6542923391,19143,19,8,1
Extremely low (0-30% AMI),283.3609948,459.4625048,167.2061921,8.895317853,0,0,241.01,101.79,25.2,451.3609948,38.32772166,1.7632581365,19145,168,86,21
Very low (31-50%),-190.8625809,262.7986296,381.0805735,99.13767288,8.830859028,17.72617688,241.01,101.79,25.2,-104.8625809,172.6269316,139.9022556,19145,168,86,21
Low (51-80%),64.07207207,285.7459713,226.8306053,5.027788352,5.156706002,5.027788352,241.01,101.79,25.2,85.07207207,77.57726145,70.228076468,19145,168,86,21
Middle (81-120%),164.4344626,188.8643573,13.60081208,10.8290826,0,0,241.01,101.79,25.2,164.4344626,12.93515358,12.935153593,19145,168,86,21
High (over 120%),124.5344499,124.5344499,2.384976526,,2.384976526,,241.01,101.79,25.2,124.5344499,0,0,19145,168,86,21
Extremely low (0-30% AMI),105.8806381,163.6083608,46.75852585,10.96919692,0,0,84.4,19.6,0,167.8806381,35.28409091,-2.611282993,19147,62,17,
Very low (31-50%),-46.01485149,243.5533553,208.6936194,80.87458746,0,0,84.4,19.6,0,-29.01485149,118.8931298,111.91313971,19147,62,17,
Low (51-80%),119.7315732,211.5753575,70.7420242,34.11606161,13.01430143,0,84.4,19.6,0,119.7315732,43.40949033,43.409490304,19147,62,17,
Middle (81-120%),147.3404841,147.3404841,,,,,84.4,19.6,0,147.3404841,0,0,19147,62,17,
High (over 120%),154.4053905,160.2618262,34.85973597,,29.00330033,,84.4,19.6,0,154.4053905,3.654292343,3.6542923782,19147,62,17,
Extremely low (0-30% AMI),126.015156,406.6635958,280.6484398,,0,,164.36,42,3.64,288.015156,69.01243256,29.17606617,19149,162,46,3
Very low (31-50%),69.16047548,335.6906389,198.8005944,67.72956909,0,0,164.36,42,3.64,115.16047548,79.39755612,65.694463254,19149,162,46,3
Low (51-80%),-160.1661218,282.556315,417.6338782,25.08855869,0,0,164.36,42,3.64,-157.1661218,156.6846725,155.62293725,19149,162,46,3
Middle (81-120%),133.2650817,138.320951,5.055869242,,0,,164.36,42,3.64,133.2650817,3.655172414,3.6551724547,19149,162,46,3
High (over 120%),176.9554235,217.3069837,63.81842496,,23.46686479,,164.36,42,3.64,176.9554235,18.56892011,18.568920112,19149,162,46,3
Extremely low (0-30% AMI),51.98230089,107.7636648,51.33368038,9.868297762,0,5.420614263,17,3,0,61.98230089,51.76268272,42.483117102,19151,10,3,
Very low (31-50%),-10.56324831,137.8318584,85.66423738,63.51847996,0.78761062,0,17,3,0,-7.56324831,107.6638656,105.48730054,19151,10,3,
Low (51-80%),105.1228527,163.4523686,59.81207704,14.96460177,16.44716294,0,17,3,0,105.1228527,35.68594104,35.685941048,19151,10,3,
Middle (81-120%),83.99635607,91.73347215,15.33524206,,7.598125976,,17,3,0,83.99635607,8.434343434,8.4343434285,19151,10,3,
High (over 120%),77.64914107,77.64914107,9.266007288,,9.266007288,,17,3,0,77.64914107,0,0,19151,10,3,
Extremely low (0-30% AMI),11204.73815,16104.45069,4899.712539,,0,,3911.98,674.07,34.95,13550.73815,30.42458656,15.857185005,19153,2346,537,25
Very low (31-50%),-5528.563192,11606.06625,16006.62944,1128,0,0,3911.98,674.07,34.95,-4991.563192,147.6351166,143.00822591,19153,2346,537,25
Low (51-80%),-994.8473484,7907.148191,8044.396828,977.5987114,120,0,3911.98,674.07,34.95,-969.8473484,112.5816201,112.26545051,19153,2346,537,25
Middle (81-120%),10578.57327,12149.70924,1571.135966,,0,,3911.98,674.07,34.95,10578.57327,12.93146968,12.931469708,19153,2346,537,25
High (over 120%),6010.372047,6687.884851,,677.5128036,,0,3911.98,674.07,34.95,6010.372047,10.13044959,10.130449598,19153,2346,537,25
Extremely low (0-30% AMI),2754.960538,4467.097069,1625.652328,86.48420251,0,0,1142.41,251.57,23.02,3736.960538,38.32772166,16.344765285,19155,982,239,20
Very low (31-50%),-1855.650171,2555.044157,3705.033371,963.86017,85.85750539,172.3417079,1142.41,251.57,23.02,-1616.650171,172.6269316,163.27288578,19155,982,239,20
Low (51-80%),622.9369369,2778.148331,2205.347164,48.88237533,50.13576957,48.88237533,1142.41,251.57,23.02,642.9369369,77.57726145,76.857357481,19155,982,239,20
Middle (81-120%),1598.704352,1836.222561,132.2330923,105.2851161,0,0,1142.41,251.57,23.02,1598.704352,12.93515358,12.935153616,19155,982,239,20
High (over 120%),1210.778835,1210.778835,23.18779343,,23.18779343,,1142.41,251.57,23.02,1210.778835,0,0,19155,982,239,20
Extremely low (0-30% AMI),254.9663138,453.9696824,168.5370549,30.46631376,0,0,182.54,61,2.46,379.9663138,43.83626844,16.301390042,19157,125,52,2
Very low (31-50%),7.778633301,426.7444658,347.8777671,71.08806545,0,0,182.54,61,2.46,59.778633301,98.17721519,85.991937074,19157,125,52,2
Low (51-80%),138.5028874,628.7728585,344.2045236,146.0654476,0,0,182.54,61,2.46,140.5028874,77.97250859,77.654428702,19157,125,52,2
Middle (81-120%),264.9056785,304.0149182,35.00384986,4.105389798,0,0,182.54,61,2.46,264.9056785,12.86425018,12.864250193,19157,125,52,2
High (over 120%),339.8830606,420.4783446,80.59528393,,0,,182.54,61,2.46,339.8830606,19.16752312,19.16752314,19157,125,52,2
Extremely low (0-30% AMI),30.91128178,61.40307203,25.43167373,5.846663136,0.78654661,0,48.67,24.81,3.52,78.91128178,49.65841161,-28.51357297,19159,48,28,5
Very low (31-50%),-2.910222458,60.30190678,53.64247881,12.08659958,0,2.516949153,48.67,24.81,3.52,25.089777542,104.826087,58.393061046,19159,48,28,5
Low (51-80%),15.46875,48.79210805,23.91101695,9.412341102,0,0,48.67,24.81,3.52,20.46875,68.29661472,58.049055845,19159,48,28,5
Middle (81-120%),50.6536017,55.2942267,4.640625,,0,,48.67,24.81,3.52,50.6536017,8.392603129,8.3926031287,19159,48,28,5
High (over 120%),31.09480932,37.02012712,6.554555085,10.828125,0.629237288,10.828125,48.67,24.81,3.52,31.09480932,16.00566572,16.005665731,19159,48,28,5
Extremely low (0-30% AMI),65.12389381,135.0072879,64.3112962,12.36309214,0,6.790994274,64.2,20.67,2.13,119.12389381,51.76268272,11.764841985,19161,54,18,2
Very low (31-50%),-13.23373243,172.6769912,107.3209266,79.57652264,0.986725664,0,64.2,20.67,2.13,4.76626757,107.6638656,97.239778423,19161,54,18,2
Low (51-80%),131.6988548,204.7745966,74.93310776,18.74778761,20.60515357,0,64.2,20.67,2.13,133.6988548,35.68594104,34.709257388,19161,54,18,2
Middle (81-120%),105.2313899,114.9245185,19.2121291,,9.519000521,,64.2,20.67,2.13,105.2313899,8.434343434,8.4343434513,19161,54,18,2
High (over 120%),97.27954191,97.27954191,11.60853722,,11.60853722,,64.2,20.67,2.13,97.27954191,0,0,19161,54,18,2
Extremely low (0-30% AMI),3853,5271,1289,129,0,0,1064.42,354.1,29.48,4823,26.90191615,8.4993359894,19163,970,403,36
Very low (31-50%),-1052,3211,3913,793,0,443,1064.42,354.1,29.48,-649,132.7623793,120.21177203,19163,970,403,36
Low (51-80%),-368,4948,4728,836,0,248,1064.42,354.1,29.48,-332,107.4373484,106.70978173,19163,970,403,36
Middle (81-120%),3848,3966,118,,0,,1064.42,354.1,29.48,3848,2.975289965,2.9752899647,19163,970,403,36
High (over 120%),2507,3056,641,,92,,1064.42,354.1,29.48,2507,17.96465969,17.964659686,19163,970,403,36
Extremely low (0-30% AMI),204.7115848,331.9345261,120.7965994,6.426341835,0,0,94.26,55,4.74,268.7115848,38.32772166,19.04681084,19165,64,49,5
Very low (31-50%),-137.8869433,189.8564903,275.3082096,71.62111407,6.37977414,12.80611598,94.26,55,4.74,-88.8869433,172.6269316,146.81796401,19165,64,49,5
Low (51-80%),46.28828829,206.4345895,163.8717168,3.632280168,3.725415556,3.632280168,94.26,55,4.74,51.28828829,77.57726145,75.155186728,19165,64,49,5
Middle (81-120%),118.7941886,136.4433448,9.82578353,7.823372668,0,0,94.26,55,4.74,118.7941886,12.93515358,12.93515358,19165,64,49,5
High (over 120%),89.96878569,89.96878569,1.723004695,,1.723004695,,94.26,55,4.74,89.96878569,0,0,19165,64,49,5
Extremely low (0-30% AMI),184.8212321,285.5885589,81.61991199,19.14741474,0,0,136.6,79.94,29.46,300.8212321,35.28409091,-5.333782718,19167,116,79,25
Very low (31-50%),-80.32178218,425.1375138,364.2876788,141.1716172,0,0,136.6,79.94,29.46,-1.32178218,118.8931298,100.31090697,19167,116,79,25
Low (51-80%),208.9988999,369.3179318,123.4845985,59.55170517,22.71727173,0,136.6,79.94,29.46,233.9988999,43.40949033,36.64025498,19167,116,79,25
Middle (81-120%),257.1919692,257.1919692,,,,,136.6,79.94,29.46,257.1919692,0,0,19167,116,79,25
High (over 120%),269.5242024,279.7469747,60.84983498,,50.62706271,,136.6,79.94,29.46,269.5242024,3.654292343,3.6542923515,19167,116,79,25
Extremely low (0-30% AMI),6208.25907,8277.976904,2069.717834,,0,,398.28,125.7,8.02,6542.25907,25.00270124,20.96789897,19169,334,106,9
Very low (31-50%),-4372.882667,2711.026256,7159.935723,274.590914,350.6177144,0,398.28,125.7,8.02,-4266.882667,261.299901,257.38994256,19169,334,106,9
Low (51-80%),557.2317246,3349.651378,2792.419654,182.4643207,0,182.4643207,398.28,125.7,8.02,566.2317246,83.36448598,83.095801303,19169,334,106,9
Middle (81-120%),1170.812725,1746.827541,116.2762828,459.7385336,0,0,398.28,125.7,8.02,1170.812725,32.97491039,32.974910372,19169,334,106,9
High (over 120%),1286.194575,1389.948796,296.0573047,,192.3030831,,398.28,125.7,8.02,1286.194575,7.464607465,7.4646074228,19169,334,106,9
Extremely low (0-30% AMI),174.3310876,310.3979788,115.2358037,20.83108758,0,0,17,7,1,185.3310876,43.83626844,40.292430925,19171,11,4,1
Very low (31-50%),5.318575553,291.7829644,237.8585178,48.60587103,0,0,17,7,1,9.318575553,98.17721519,96.806333237,19171,11,4,1
Low (51-80%),94.70019249,429.9181906,235.3469682,99.87102984,0,0,17,7,1,95.70019249,77.97250859,77.7399062,19171,11,4,1
Middle (81-120%),181.1270452,207.8676612,23.93358999,2.807025987,0,0,17,7,1,181.1270452,12.86425018,12.86425019,19171,11,4,1
High (over 120%),232.392204,287.4985563,55.10635226,,0,,17,7,1,232.392204,19.16752312,19.167523138,19171,11,4,1
Extremely low (0-30% AMI),65.25715042,129.6287076,53.68908898,12.34295551,1.660487288,0,28.2,17.2,12.6,86.25715042,49.65841161,33.458296378,19173,21,15,9
Very low (31-50%),-6.143802966,127.3040254,113.2452331,25.51615466,0,5.313559322,28.2,17.2,12.6,8.856197034,104.826087,93.04327023,19173,21,15,9
Low (51-80%),32.65625,103.0055614,50.47881356,19.87049788,0,0,28.2,17.2,12.6,41.65625,68.29661472,59.559222401,19173,21,15,9
Middle (81-120%),106.9353814,116.7322564,9.796875,,0,,28.2,17.2,12.6,106.9353814,8.392603129,8.3926031263,19173,21,15,9
High (over 120%),65.64459746,78.1536017,13.83739407,22.859375,1.328389831,22.859375,28.2,17.2,12.6,65.64459746,16.00566572,16.005665725,19173,21,15,9
Extremely low (0-30% AMI),234.4886123,465.7950212,192.9210805,44.35195975,5.966631356,0,97.7,42.9,9.4,343.4886123,49.65841161,26.257560372,19175,109,47,17
Very low (31-50%),-22.07653602,457.4417373,406.9242585,91.68723517,0,19.09322034,97.7,42.9,9.4,24.92346398,104.826087,94.55155445,19175,109,47,17
Low (51-80%),117.34375,370.1300318,181.3855932,71.40068856,0,0,97.7,42.9,9.4,134.34375,68.29661472,63.703634275,19175,109,47,17
Middle (81-120%),384.2510593,419.4541843,35.203125,,0,,97.7,42.9,9.4,384.2510593,8.392603129,8.3926031299,19175,109,47,17
High (over 120%),235.8808263,280.8294492,49.72192797,82.140625,4.773305085,82.140625,97.7,42.9,9.4,235.8808263,16.00566572,16.005665726,19175,109,47,17
Extremely low (0-30% AMI),51.70688952,83.42335915,31.71646963,,0,,11.05,0.91,1.04,56.70688952,38.01869159,32.025166455,19177,5,4,4
Very low (31-50%),-0.530167142,87.63350999,92.15552385,,3.991846718,,11.05,0.91,1.04,3.469832858,100.6049822,96.040518224,19177,5,4,4
Low (51-80%),34.92865879,75.78271504,40.85405626,,0,,11.05,0.91,1.04,38.92865879,53.90946502,48.631216539,19177,5,4,4
Middle (81-120%),34.52323685,44.31573583,9.792498981,,0,,11.05,0.91,1.04,34.52323685,22.09711471,22.097114708,19177,5,4,4
High (over 120%),77.84101101,78.43355075,0.592539747,,0,,11.05,0.91,1.04,77.84101101,0.755467197,0.7554671876,19177,5,4,4
Extremely low (0-30% AMI),532.2768039,858.7698736,326.4930697,,0,,460.87,173.06,29.07,926.2768039,38.01869159,-7.86088711,19179,394,168,24
Very low (31-50%),-5.457602935,902.1096616,948.6598043,,41.09253975,,460.87,173.06,29.07,162.54239707,100.6049822,81.981969157,19179,394,168,24
Low (51-80%),359.5597228,780.1161843,420.5564615,,0,,460.87,173.06,29.07,383.5597228,53.90946502,50.833000197,19179,394,168,24
Middle (81-120%),355.3862617,456.1913983,100.8051366,,0,,460.87,173.06,29.07,355.3862617,22.09711471,22.097114714,19179,394,168,24
High (over 120%),801.3045251,807.4041989,6.099673869,,0,,460.87,173.06,29.07,801.3045251,0.755467197,0.7554671883,19179,394,168,24
Extremely low (0-30% AMI),502.2062044,693.169708,190.9635037,,0,,200.07,50.22,1.71,702.2062044,27.54931461,-1.303648485,19181,200,54,8
Very low (31-50%),-105.4470803,827.8175183,890.8540146,42.41058394,0,0,200.07,50.22,1.71,-51.4470803,112.7379619,106.21478516,19181,200,54,8
Low (51-80%),359.4470803,941.3759124,581.9288321,,0,,200.07,50.22,1.71,367.4470803,61.816839,60.967019077,19181,200,54,8
Middle (81-120%),563.1569343,614.6058394,51.44890511,,0,,200.07,50.22,1.71,563.1569343,8.371040724,8.3710407227,19181,200,54,8
High (over 120%),310.7791971,310.7791971,,53.99817518,,53.99817518,200.07,50.22,1.71,310.7791971,0,0,19181,200,54,8
Extremely low (0-30% AMI),295.7093355,477.0943742,181.3850387,,0,,117.8,28.2,0,372.7093355,38.01869159,21.879327099,19183,77,19,
Very low (31-50%),-3.032001631,501.1720342,527.0332246,,22.82918875,,117.8,28.2,0,15.967998369,100.6049822,96.813868836,19183,77,19,
Low (51-80%),199.7554016,433.3978802,233.6424786,,0,,117.8,28.2,0,199.7554016,53.90946502,53.909465014,19183,77,19,
Middle (81-120%),197.4368121,253.4396657,56.00285365,,0,,117.8,28.2,0,197.4368121,22.09711471,22.09711469,19183,77,19,
High (over 120%),445.1691806,448.5578883,3.388707705,,0,,117.8,28.2,0,445.1691806,0.755467197,0.7554671957,19183,77,19,
Extremely low (0-30% AMI),43.08845339,85.59216102,35.45021186,8.149894068,1.096398305,0,6.93,1.62,0.45,56.08845339,49.65841161,34.47010483,19185,13,4,1
Very low (31-50%),-4.056673729,84.05720339,74.77436441,16.84798729,0,3.508474576,6.93,1.62,0.45,-0.056673729,104.826087,100.06742281,19185,13,4,1
Low (51-80%),21.5625,68.01324153,33.33050848,13.12023305,0,0,6.93,1.62,0.45,22.5625,68.29661472,66.8263128,19185,13,4,1
Middle (81-120%),70.60805085,77.07680085,6.46875,,0,,6.93,1.62,0.45,70.60805085,8.392603129,8.3926031292,19185,13,4,1
High (over 120%),43.34427966,51.60381356,9.136652542,15.09375,0.877118644,15.09375,6.93,1.62,0.45,43.34427966,16.00566572,16.005665725,19185,13,4,1
Extremely low (0-30% AMI),406.5755214,1129.506636,615.5264378,158.9589214,51.55424479,0,611.47,245.68,23.85,803.5755214,64.00414938,28.856060178,19187,397,182,23
Very low (31-50%),56.63155677,788.1550453,589.7493154,173.01917,0,31.24499684,611.47,245.68,23.85,238.63155677,92.81466799,69.722764805,19187,397,182,23
Low (51-80%),1300.963556,1827.832315,526.8687592,108.1858016,0,108.1858016,611.47,245.68,23.85,1323.963556,28.82478633,27.566465198,19187,397,182,23
Middle (81-120%),1074.046766,1092.01264,17.96587318,,0,,611.47,245.68,23.85,1074.046766,1.645207439,1.6452075133,19187,397,182,23
High (over 120%),507.3406362,569.049505,61.70886876,,0,,611.47,245.68,23.85,507.3406362,10.84420041,10.844200418,19187,397,182,23
Extremely low (0-30% AMI),164.2303383,331.4452162,163.6656957,3.549182165,0,0,50.25,33.66,2.09,206.2303383,50.4502312,37.778453808,19189,42,30,3
Very low (31-50%),-57.9968631,178.9110464,202.6260363,55.49630294,0,21.21442976,50.25,33.66,2.09,-27.9968631,132.4165915,115.64848212,19189,42,30,3
Low (51-80%),198.1895586,296.8406901,64.53058481,34.12054672,0,0,50.25,33.66,2.09,201.1895586,33.23369565,32.22305253,19189,42,30,3
Middle (81-120%),134.6269326,145.0324894,10.4055568,,0,,50.25,33.66,2.09,134.6269326,7.174638487,7.1746384848,19189,42,30,3
High (over 120%),42.26753305,61.14272911,18.87519606,7.501680484,0,7.501680484,50.25,33.66,2.09,42.26753305,30.8707124,30.870712405,19189,42,30,3
Extremely low (0-30% AMI),459.9513173,624.7250859,164.7737686,,0,,104.84,30.1,2.06,537.9513173,26.37540453,13.889912629,19191,78,27,2
Very low (31-50%),-388.7852234,461.3665521,735.3155785,150.6214204,35.78522337,0,104.84,30.1,2.06,-361.7852234,184.2681858,178.41600605,19191,78,27,2
